name,district,latitude,longitude,proj_area,nbr_buildings,nbr_floors,units,hospital,price_sqm,id,bld_age,dist_shop_1,dist_shop_2,dist_shop_3,dist_shop_4,dist_shop_5,dist_school_1,dist_school_2,dist_school_3,dist_school_4,dist_school_5,dist_food_1,dist_food_2,dist_food_3,dist_food_4,dist_food_5,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,tran_type1,tran_type2,tran_type3,tran_type4,tran_type5,tran_name1,tran_name2,tran_name3,tran_name4,tran_name5,dist_tran_1,dist_tran_2,dist_tran_3,dist_tran_4,dist_tran_5
Lumpini Condo Town Ramindra - Latplakhao,Bang Khen,13.8626747,100.6133792,15600,4,8,1035.0,2.9,59327,46,7,0.2,0.21,1.8,1.9,2.8,0.56,0.57,0.57,0.8,0.89,0.18,0.21,0.0004,0.21,0.21,1,1,1,1,0,0,1,1,1,1,0,0,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,3.1,3.1,3.4,10.0,11.0
Lumpini Condo Town Ramintra - Laksi,Bang Khen,13.872564,100.6026141,20400,7,8,1568.0,3.0,51600,47,11,0.29,0.31,2.0,2.1,3.5,0.72,0.72,0.73,0.94,1.1,0.27,0.31,0.31,0.31,0.31,1,1,1,1,0,0,1,1,1,0,0,0,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,3.3,3.3,3.6,10.0,11.0
Lumpini Place Ramindra-Laksi,Bang Khen,13.871147500000001,100.60247070000001,7188,1,14,516.0,2.9,68079,48,9,0.24,0.24,0.24,0.26,0.26,0.6,0.6,0.6,0.61,0.61,0.22,0.22,0.22,0.26,0.26,1,1,1,1,1,1,1,0,0,1,0,1,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Inbound,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 1 Toll Plaza,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Inbound,3.2,3.2,3.2,3.2,3.2
Lumpini Ville Ramintra-Laksi,Bang Khen,13.872532999999999,100.6029147,12800,1,14,1271.0,2.9,56393,49,10,0.26,0.27,1.9,2.0,2.9,0.62,0.63,0.63,0.86,0.95,0.24,0.27,0.27,0.27,0.27,1,1,1,1,1,1,1,1,1,1,1,0,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Phahon Yothin,Lat Phrao,3.2,3.2,3.5,10.0,11.0
Regent Home 1 Phaholyothin 67,Bang Khen,13.8882008,100.6000877,6400,3,8,657.0,1.2,26206,50,12,1.9,1.9,2.4,2.4,2.4,0.87,0.87,0.98,0.98,1.2,0.7,0.7,0.9,0.9,0.002,1,1,1,1,1,0,1,0,0,0,0,0,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,2.6,2.6,4.3,4.3,4.3
Regent Home 11 Phaholyothin 67/1,Bang Khen,13.887363,100.602404,752,1,8,72.0,0.7,46167,51,8,1.5,1.9,2.2,2.3,4.1,0.65,0.83,0.87,1.1,1.3,0.36,0.55,0.002,0.64,0.64,1,1,1,1,1,0,1,1,0,1,0,1,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,Phahon Yothin,Lat Phrao,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,Phahon Yothin,Lat Phrao,3.2,4.3,4.6,12.0,13.0
Regent Home 15 Changwattana,Bang Khen,13.877283499999999,100.5941615,12400,2,14,1358.0,2.3,50300,52,7,0.54,0.62,0.68,0.76,1.2,0.17,0.25,0.62,0.67,0.71,0.33,0.41,0.002,0.46,0.002,1,1,1,1,1,0,1,1,0,0,0,0,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Chaeng Watthana 2 Toll Plaza,1.9,1.9,2.0,2.0,2.2
Regent Home 16 Phaholyotin 67,Bang Khen,13.887108999999999,100.599908,828,1,8,79.0,1.0,36751,53,7,1.6,1.9,2.1,2.4,4.1,0.68,0.79,1.0,1.2,1.4,0.54,0.74,0.002,0.77,0.8,1,1,1,1,0,0,1,0,0,0,0,1,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,Phahon Yothin,Lat Phrao,Lak Si Toll Plaza-Inbound,Don Mueang 2 Toll Plaza,Don Mueang 1 Toll Plaza,Phahon Yothin,Lat Phrao,3.0,4.1,4.5,11.0,12.0
Regent Home 3,Bang Khen,13.879824,100.597615,4344,1,8,162.0,1.6,40443,54,11,1.0,1.1,1.4,1.5,2.4,0.26,0.5,0.9,1.1,1.1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,0,1,0,0,1,1,0,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Phahon Yothin,Lat Phrao,Chaeng Watthana 1 Toll Plaza,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Phahon Yothin,Lat Phrao,2.4,2.4,2.7,11.0,12.0
Silk Place,Bang Khen,13.8785769,100.5983313,4068,1,15,274.0,1.5,94470,55,5,1.1,1.2,1.4,1.4,2.5,0.31,0.56,0.81,1.0,1.0,0.26,0.26,0.26,0.26,0.26,1,1,1,1,1,0,1,1,1,0,0,1,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Lat Phrao,Lak Si Toll Plaza-Inbound,Lak Si Toll Plaza-Outbound,Chaeng Watthana 1 Toll Plaza,Phahon Yothin,Lat Phrao,2.2,2.4,2.5,9.8,11.0
Smart Condo Watcharapol,Bang Khen,13.858725,100.6458312,11200,4,8,724.0,4.0,37344,56,8,0.52,0.85,0.92,1.1,2.1,0.85,0.003,0.85,1.5,1.5,0.23,0.35,0.36,0.39,0.43,1,1,1,1,0,0,0,1,1,1,0,1,Ram Inthra Toll Plaza 1,Sukhaphiban 5-1 Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao,Ratchadaphisek,Ram Inthra Toll Plaza 1,Sukhaphiban 5-1 Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao,Ratchadaphisek,0.8,3.5,3.5,13.0,13.0
We Condo Ekkamai-Ramindra,Bang Khen,13.847095999999999,100.64063900000001,18088,5,8,1168.0,4.2,72527,57,5,2.0,2.1,2.4,2.5,2.6,1.5,1.7,2.0,2.1,3.0,1.4,1.4,1.5,1.6,1.7,1,1,1,1,1,0,1,1,0,0,0,0,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Yothin Phatthana Toll Plaza,Lat Phrao,Ratchadaphisek,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Yothin Phatthana Toll Plaza,Lat Phrao,Ratchadaphisek,1.3,2.1,3.9,11.0,11.0
August Condo Charoenkrung 80,Bang Kho Laem,13.700004999999999,100.49632690000001,7483,2,8,406.0,0.95,71278,58,5,0.96,0.96,0.96,1.4,1.4,0.21,0.21,0.21,0.71,0.71,0.72,0.72,0.72,0.73,0.73,1,1,1,1,1,0,1,1,0,1,0,0,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Wong Wian Yai,Wong Wian Yai,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Wong Wian Yai,Wong Wian Yai,3.2,3.2,3.2,3.6,3.6
Aumnuayrak Condominium,Bang Kho Laem,13.6966976,100.5043217,9553,1,9,304.0,1.6,24857,59,21,0.25,0.87,3.0,3.0,2.8,0.44,0.69,0.9,1.0,1.1,0.71,0.98,1.0,1.1,1.1,1,1,1,1,0,0,0,0,0,0,0,0,Chan Toll Plaza,Rama 3 Toll Plaza,Saphan Taksin,Krung Thon Buri,Wong Wian Yai,Chan Toll Plaza,Rama 3 Toll Plaza,Saphan Taksin,Krung Thon Buri,Wong Wian Yai,2.6,3.2,4.0,4.2,4.4
Baan Charoenkrung,Bang Kho Laem,13.703588,100.507787,4200,2,9,154.0,2.2,29818,60,21,0.8,1.1,1.4,2.2,2.3,0.54,0.56,0.68,0.69,0.69,0.006,0.006,0.36,0.63,0.7,1,1,1,1,0,0,0,0,0,0,0,0,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,2.0,2.7,2.9,3.1,4.0
Canapaya Residences,Bang Kho Laem,13.688423,100.51440100000002,6604,1,57,188.0,2.6,224957,61,1,0.98,1.0,3.0,3.0,2.5,0.43,0.79,1.6,1.8,2.1,0.69,0.79,0.79,0.97,1.2,1,1,1,1,1,1,1,1,1,0,0,1,Rama 3 Toll Plaza,Sathu Pradit 2 Toll Plaza,Sathu Pradit 3 Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,Sathu Pradit 2 Toll Plaza,Sathu Pradit 3 Toll Plaza,Surasak,Saphan Taksin,1.2,2.3,2.4,4.2,4.6
Charoenkrung Place,Bang Kho Laem,13.697443300000002,100.49531440000001,5600,2,8,182.0,0.6,35961,62,10,1.1,1.3,3.0,3.0,1.6,0.44,0.72,0.001,0.8,1.6,0.38,0.46,0.62,0.74,1.1,1,1,1,1,1,0,1,1,0,1,0,1,Chan Toll Plaza,Rama 3 Toll Plaza,Wong Wian Yai,Krung Thon Buri,Suk Sawat Toll Plaza,Chan Toll Plaza,Rama 3 Toll Plaza,Wong Wian Yai,Krung Thon Buri,Suk Sawat Toll Plaza,3.3,3.6,3.8,5.4,5.8
Chatrium,Bang Kho Laem,13.71023,100.51093,14400,1,36,260.0,2.2,165714,63,12,0.74,0.86,1.3,1.4,2.1,0.24,0.39,0.4,0.41,0.47,0.18,0.077,0.005,0.4,0.45,1,1,1,1,1,1,1,0,0,0,1,0,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Surawong Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Surawong Toll Plaza,1.1,1.7,1.8,2.0,2.2
Lumpini Place Rama III-Charoen Krung,Bang Kho Laem,13.692468599999998,100.50164240000001,4660,2,9,312.0,1.6,146228,64,15,0.003,0.003,0.003,0.003,0.003,0.51,0.51,0.51,0.51,1.0,0.082,0.082,0.082,0.082,0.22,1,1,1,1,1,0,1,0,0,0,0,0,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Chan Toll Plaza,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Rama 3 Toll Plaza,Chan Toll Plaza,2.2,2.2,2.2,2.2,2.9
Lumpini Place Rama III-Riverview,Bang Kho Laem,13.690532999999999,100.505125,1332,1,19,497.0,1.5,73645,65,14,0.003,0.003,1.2,1.7,2.8,0.52,1.0,1.3,1.0,1.3,0.088,0.22,0.33,0.39,0.51,1,1,1,1,1,0,1,1,0,1,1,0,Rama 3 Toll Plaza,Chan Toll Plaza,Saphan Taksin,Wong Wian Yai,Krung Thon Buri,Rama 3 Toll Plaza,Chan Toll Plaza,Saphan Taksin,Wong Wian Yai,Krung Thon Buri,2.2,2.9,4.6,5.0,5.9
Menam Residences,Bang Kho Laem,13.7060543,100.50688570000001,8373,1,54,294.0,1.8,206075,66,3,0.079,0.71,1.7,1.8,1.9,0.19,0.19,0.21,0.24,0.64,0.14,0.17,0.18,0.24,0.26,1,1,1,1,1,1,1,1,1,0,0,1,Chan Toll Plaza,Sathon Toll Plaza,Saphan Taksin,Wong Wian Yai,Krung Thon Buri,Chan Toll Plaza,Sathon Toll Plaza,Saphan Taksin,Wong Wian Yai,Krung Thon Buri,1.6,2.3,2.6,3.0,3.7
River Heaven,Bang Kho Laem,13.701101300000001,100.5014005,9600,4,27,521.0,1.0,96132,67,15,0.26,0.89,1.0,3.0,2.1,0.088,0.44,0.52,0.001,0.56,0.2,0.3,0.4,0.4,0.41,1,1,1,1,1,1,1,1,0,1,0,1,Chan Toll Plaza,Sathon Toll Plaza,Saphan Taksin,Wong Wian Yai,Rama 3 Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,Saphan Taksin,Wong Wian Yai,Rama 3 Toll Plaza,2.5,3.1,3.4,3.8,4.0
Star View,Bang Kho Laem,13.687327499999999,100.5179101,11300,2,54,556.0,3.1,131919,68,5,0.56,0.88,3.0,3.0,2.3,0.4,0.96,1.1,2.2,2.5,1.1,1.2,1.2,1.2,1.3,1,1,1,1,1,1,1,1,1,0,0,0,Rama 3 Toll Plaza,Sathu Pradit 2 Toll Plaza,Sathu Pradit 3 Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,Sathu Pradit 2 Toll Plaza,Sathu Pradit 3 Toll Plaza,Surasak,Saphan Taksin,0.68,1.8,1.9,4.5,5.0
Supalai Casa Riva,Bang Kho Laem,13.6950454,100.4946793,22400,4,55,822.0,0.044,79727,69,12,1.2,1.4,3.0,3.0,1.9,0.55,0.83,0.001,1.1,1.9,0.072,0.45,0.57,0.85,1.2,1,1,1,1,1,1,1,1,1,1,1,0,Talat Phlu,Chan Toll Plaza,Rama 3 Toll Plaza,Wong Wian Yai,Suk Sawat Toll Plaza,Talat Phlu,Chan Toll Plaza,Rama 3 Toll Plaza,Wong Wian Yai,Suk Sawat Toll Plaza,3.4,3.4,3.7,4.1,6.1
Supalai Lite Sathorn - Charoenrat,Bang Kho Laem,13.7018274,100.5164037,6880,1,26,565.0,2.5,92286,70,4,0.9,1.1,1.5,1.6,2.0,1.1,1.1,1.2,1.4,1.8,0.19,0.8,0.9,0.9,0.9,1,1,1,1,1,1,1,1,1,1,1,1,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,Surasak,Saphan Taksin,Rama 3 Toll Plaza,0.9,1.7,2.1,2.6,3.3
Than Living Sathorn - Charoenrat,Bang Kho Laem,13.7005889,100.5156812,6400,1,36,523.0,2.6,89263,71,2,0.99,0.99,0.99,0.99,1.2,0.97,0.97,0.97,0.97,1.2,0.29,0.29,0.29,0.29,0.59,1,1,1,1,1,0,1,1,1,1,0,1,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Chan Toll Plaza,Sathon Toll Plaza,0.99,0.99,0.99,0.99,1.8
Smart Condo @ Rama 2,Bang Khun Thian,13.6581639,100.42840670000001,35903,8,8,2202.0,1.2,34483,72,10,2.0,2.0,2.0,1.8,6.0,0.96,1.1,1.1,1.2,1.4,0.74,0.75,0.95,1.1,1.2,1,1,1,1,1,1,1,1,1,1,1,0,Bang Khun Thian Toll Plaza-Inbound 1,Bang Khun Thian Toll Plaza-Inbound 2,Bang Khun Thian Toll Plaza-Outbound 1,Wutthakat,Talat Phlu,Bang Khun Thian Toll Plaza-Inbound 1,Bang Khun Thian Toll Plaza-Inbound 2,Bang Khun Thian Toll Plaza-Outbound 1,Wutthakat,Talat Phlu,3.2,3.9,6.0,9.1,10.0
Tangduan Condominium,Bang Khun Thian,13.663704300000001,100.45047459999999,5526,4,5,840.0,1.8,75214,73,29,2.0,2.0,2.0,2.8,4.1,0.51,1.6,1.7,1.8,1.9,1.4,1.5,1.5,1.6,1.7,0,1,1,1,0,0,0,0,0,1,0,0,Bang Khun Thian Toll Plaza-Inbound 1,Bang Khun Thian Toll Plaza-Inbound 2,Wutthakat,Talat Phlu,Bang Khun Thian Toll Plaza-Outbound 1,Bang Khun Thian Toll Plaza-Inbound 1,Bang Khun Thian Toll Plaza-Inbound 2,Wutthakat,Talat Phlu,Bang Khun Thian Toll Plaza-Outbound 1,5.6,6.4,7.7,8.5,8.7
@ City,Bang Na,13.6843522,100.61479809999999,11292,5,14,799.0,2.0,50880,74,10,0.31,0.31,0.31,0.66,0.66,1.2,1.2,1.2,1.6,1.6,0.099,0.099,0.099,1.011,1.011,1,1,1,1,1,0,1,1,1,1,1,0,Punna Withi,Punna Withi,Punna Withi,Udom Suk,Udom Suk,Punna Withi,Punna Withi,Punna Withi,Udom Suk,Udom Suk,1.1,1.1,1.1,1.1,1.1
@ City Sukhumvit 101/1,Bang Na,13.684349300000001,100.61492120000001,11292,5,14,799.0,0.002,55833,75,10,0.28,0.31,0.53,0.53,0.79,0.83,1.5,1.7,1.7,1.8,0.28,0.32,0.32,0.099,0.39,1,1,1,1,1,0,1,0,1,0,0,0,Udom Suk,Punna Withi,Bang Chak,Bang Na Toll Plaza,Bangchak Toll Plaza,Udom Suk,Punna Withi,Bang Chak,Bang Na Toll Plaza,Bangchak Toll Plaza,0.56,0.67,1.7,1.9,2.0
Abstracts Sukhumvit 66/1,Bang Na,13.679875,100.607099,1580,2,5,56.0,0.002,96905,76,8,0.3,0.99,1.0,1.3,1.3,1.4,1.6,1.6,1.8,2.0,0.54,0.103,0.89,1.0,1.1,1,1,1,1,1,0,1,1,0,0,0,0,Udom Suk,Bangchak Toll Plaza,Punna Withi,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Punna Withi,Bang Na Toll Plaza,Bang Na,0.38,1.4,1.4,1.7,1.7
Bangna Complex,Bang Na,13.6715169,100.6359828,35948,1,20,272.0,0.34,37930,77,32,0.57,0.57,1.8,1.9,2.1,1.1,1.2,1.2,1.9,1.9,0.075,0.21,0.23,0.34,0.34,1,1,1,1,1,1,1,0,0,1,1,0,Bang Na KM. 6 Toll Plaza-Inbound,Bang Na,Udom Suk,Bang Na Toll Plaza,Punna Withi,Bang Na KM. 6 Toll Plaza-Inbound,Bang Na,Udom Suk,Bang Na Toll Plaza,Punna Withi,3.5,3.9,3.9,4.0,5.0
Bangna Place,Bang Na,13.672746,100.595703,6896,4,9,336.0,2.0,24742,78,23,1.1,2.5,2.9,3.0,3.2,0.87,0.97,1.2,1.2,2.3,0.97,0.98,1.0,1.2,1.3,1,1,1,1,1,0,1,0,0,0,0,0,Bang Na Toll Plaza,Bang Na,Bangchak Toll Plaza,Udom Suk,Bearing,Bang Na Toll Plaza,Bang Na,Bangchak Toll Plaza,Udom Suk,Bearing,1.4,2.0,2.1,2.2,2.8
Bangna Residence,Bang Na,13.674655599999998,100.59910529999999,6744,2,30,410.0,2.0,38398,79,16,1.2,1.9,2.3,2.3,2.6,0.34,0.57,0.92,1.3,1.7,0.38,0.62,0.69,1.0,1.1,1,1,1,1,1,1,1,1,1,0,0,0,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Bearing,1.0,1.4,1.6,1.7,2.2
Beyond Sukhumvit,Bang Na,13.676644199999998,100.60343929999999,2400,1,8,180.0,2.0,80619,80,4,1.8,2.0,2.4,2.5,2.7,0.25,0.46,1.5,1.8,1.9,0.5,0.74,0.81,1.4,1.6,1,1,1,1,1,0,1,1,0,0,0,1,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Punna Withi,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Punna Withi,1.3,1.5,1.7,2.1,2.8
Cassia,Bang Na,13.657983999999999,100.60623100000001,963,1,8,77.0,1.5,67916,81,6,1.8,1.8,2.4,2.8,3.9,0.84,1.8,1.9,2.4,2.8,0.72,1.7,1.8,1.9,1.9,1,1,1,1,1,0,1,0,0,0,0,0,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,1.1,1.9,3.1,3.2,3.9
Centric Scene Sukhumvit 64,Bang Na,13.6835188,100.61040759999999,3112,1,22,234.0,2.0,94498,82,10,0.004,0.35,0.55,0.55,0.97,0.72,1.7,1.7,1.8,1.9,0.32,0.36,0.36,0.41,0.42,1,1,1,1,1,0,1,0,0,0,0,1,Punna Withi,Udom Suk,Bang Chak,Bangchak Toll Plaza,Bang Na Toll Plaza,Punna Withi,Udom Suk,Bang Chak,Bangchak Toll Plaza,Bang Na Toll Plaza,0.61,0.73,1.6,1.8,2.1
City Home Srinakarin,Bang Na,13.654805599999998,100.64764,17699,6,12,1320.0,0.21,36789,83,7,1.1,1.1,1.6,1.6,3.7,1.7,1.7,1.7,1.7,1.8,0.3,0.3,0.41,0.41,0.41,1,1,1,1,1,0,1,0,0,0,0,1,Bearing,Bearing,Bang Na,Bang Na,Udom Suk,Bearing,Bearing,Bang Na,Bang Na,Udom Suk,5.4,5.4,6.0,6.0,6.4
City Home Sukhumvit,Bang Na,13.681913,100.610323,11200,6,8,966.0,0.002,68943,84,11,0.43,0.46,0.57,0.68,0.68,0.96,1.5,1.6,1.8,1.9,0.24,0.43,0.48,0.48,0.099,1,1,1,1,1,0,1,0,0,1,0,0,Udom Suk,Punna Withi,Bang Na,Bangchak Toll Plaza,Bang Na Toll Plaza,Udom Suk,Punna Withi,Bang Na,Bangchak Toll Plaza,Bang Na Toll Plaza,0.33,0.83,1.7,1.7,1.8
Country Complex,Bang Na,13.673274,100.59925799999999,25600,3,23,718.0,2.0,33230,85,26,1.4,2.0,2.3,2.4,2.6,0.38,0.62,1.2,1.5,1.7,0.39,0.63,0.73,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na Toll Plaza,Bang Na,Udom Suk,Bangchak Toll Plaza,Bearing,1.2,1.4,1.6,2.0,2.2
Ideo Blucove Sukhumvit,Bang Na,13.6785144,100.60887259999998,5852,1,18,422.0,0.002,123773,86,7,0.45,0.82,0.88,1.1,1.1,1.1,1.2,1.4,1.4,1.5,0.18,0.103,0.42,0.82,0.85,1,1,1,1,1,0,1,1,1,1,0,0,Udom Suk,Bang Na,Punna Withi,Bang Na Toll Plaza,Bangchak Toll Plaza,Udom Suk,Bang Na,Punna Withi,Bang Na Toll Plaza,Bangchak Toll Plaza,0.13,1.2,1.3,1.3,1.5
Ideo Mix Sukhumvit 103,Bang Na,13.6809827,100.6100224,12560,2,21,1172.0,0.002,118689,87,9,0.52,0.54,0.57,0.79,0.79,1.1,1.4,1.4,1.6,1.8,0.14,0.103,0.54,0.58,0.58,1,1,1,1,1,0,1,1,0,1,0,0,Udom Suk,Punna Withi,Bang Na,Bangchak Toll Plaza,Bang Na Toll Plaza,Udom Suk,Punna Withi,Bang Na,Bangchak Toll Plaza,Bang Na Toll Plaza,0.3,0.94,1.5,1.6,1.7
Ideo Mobi Sukhumvit Eastgate,Bang Na,13.665705800000001,100.603767,6472,1,30,849.0,0.27,143333,88,3,2.0,2.0,2.0,2.4,2.4,0.56,0.72,1.3,1.7,1.7,0.48,0.81,1.1,1.1,1.3,1,1,1,1,1,0,1,1,0,0,0,0,Bang Na,Bearing,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,Bang Na,Bearing,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,0.34,0.52,1.6,1.6,2.3
KnightsBridge,Bang Na,13.657705900000002,100.60361479999999,2224,1,25,276.0,1.2,100333,89,4,1.4,1.4,2.5,2.8,3.6,0.49,1.4,1.5,2.4,2.4,1.1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,0,0,0,0,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Pak Nam Toll Plaza-Outbound 2,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Pak Nam Toll Plaza-Outbound 2,0.72,1.6,2.8,2.9,3.5
La Salle Condominium,Bang Na,13.6607888,100.6061368,1908,1,6,77.0,0.94,81272,90,28,2.1,2.1,2.9,3.1,3.3,0.81,1.2,2.2,2.3,2.4,0.11,1.4,1.5,2.0,2.0,0,1,1,1,1,0,1,1,0,1,0,0,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,0.61,1.3,2.5,2.6,3.3
La Salle Park,Bang Na,13.661559699999998,100.6221462,5502,4,8,700.0,1.0,33042,91,13,1.2,1.8,1.9,2.6,2.6,0.056,1.0,1.2,2.4,1.0,0.48,0.52,0.55,0.64,0.92,1,1,1,1,1,0,1,0,1,0,0,0,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,2.6,3.3,3.6,3.6,4.3
Lumpini Ville Lasalle-Barring,Bang Na,13.661083499999998,100.62399140000001,11876,4,15,1028.0,1.0,57548,92,7,0.97,1.7,1.7,2.4,2.4,0.24,0.79,1.0,2.6,1.0,0.28,0.31,0.34,0.72,0.77,1,1,1,1,1,0,1,1,1,1,1,0,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,Bearing,Bang Na,Bang Na Toll Plaza,Udom Suk,Bangchak Toll Plaza,2.8,3.5,3.8,3.8,4.5
Majestique,Bang Na,13.681835000000001,100.609757,7328,2,25,620.0,0.002,21230,93,8,0.49,0.55,0.56,0.78,0.78,1.0,1.5,1.5,1.8,1.9,0.26,0.52,0.57,0.57,0.103,1,1,1,1,1,0,1,1,1,0,0,0,Udom Suk,Punna Withi,Bangchak Toll Plaza,Bang Na,Bang Na Toll Plaza,Udom Suk,Punna Withi,Bangchak Toll Plaza,Bang Na,Bang Na Toll Plaza,0.32,0.93,1.6,1.6,1.7
Metro Sky Sukhumvit,Bang Na,13.675860605484939,100.61090617724312,6992,3,26,588.0,0.002,113636,94,5,1.1,1.1,1.1,1.4,1.4,1.1,1.1,1.1,1.2,1.2,0.7,0.7,0.7,0.76,0.76,1,1,1,1,1,0,1,0,1,0,0,1,Udom Suk,Udom Suk,Udom Suk,Bang Na,Bang Na,Udom Suk,Udom Suk,Udom Suk,Bang Na,Bang Na,0.72,0.72,0.72,1.3,1.3
